,score_sum
7273,0.0
7063,0.0
7503,0.0
5612,0.0
6534,90.0
3945,0.0
8804,97.0
10201,0.0
9647,93.0
9252,95.0
10346,6.0
8139,94.0
10779,0.0
10321,18.0
9809,93.0
6543,96.0
8689,6.0
10832,1.0
6938,95.0
4743,95.0
10719,0.0
10593,10.0
5049,16.0
2346,4.0
6216,95.0
5007,98.0
1154,99.0
4387,0.0
8041,0.0
1801,0.0
6,99.0
10918,0.0
5762,0.0
5160,24.0
3064,0.0
7815,4.0
4920,95.0
1162,8.0
4234,13.0
10837,2.0
5691,0.0
10165,96.0
3055,97.0
7568,0.0
5280,0.0
3884,96.0
7505,0.0
1439,98.0
7286,0.0
4477,95.0
1414,97.0
5558,4.0
7639,0.0
4157,0.0
10636,0.0
2109,87.0
7346,4.0
5553,0.0
1291,95.0
1606,4.0
7290,0.0
8222,0.0
1082,93.0
9511,95.0
70,1.0
9540,8.0
5095,80.0
10822,0.0
954,97.0
8806,94.0
5892,99.0
10863,0.0
8506,0.0
2140,0.0
3615,0.0
9487,93.0
2914,6.0
8785,4.0
5048,2.0
6553,98.0
2616,0.0
6503,0.0
3263,0.0
5121,8.0
1139,94.0
5011,96.0
3282,0.0
3758,99.0
4562,4.0
2717,97.0
8401,94.0
9466,3.0
2852,12.0
10116,4.0
4415,5.0
3438,0.0
10596,95.0
6013,0.0
3446,94.0
5751,18.0
4401,0.0
6206,20.0
7822,0.0
10319,0.0
5139,20.0
3365,96.0
2173,10.0
2369,94.0
10641,0.0
8511,6.0
7436,0.0
7968,0.0
2311,0.0
8360,100.0
7567,0.0
8939,99.0
9489,96.0
9668,98.0
5977,0.0
10405,0.0
2430,97.0
2299,7.0
5687,0.0
9628,2.0
10920,0.0
1120,2.0
3165,0.0
6200,12.0
4856,94.0
9815,20.0
7734,100.0
4017,12.0
8708,94.0
2643,95.0
6934,95.0
2103,4.0
3875,99.0
268,0.0
4435,2.0
4673,0.0
4245,2.0
10774,8.0
3769,0.0
8839,11.0
195,8.0
2378,14.0
5637,0.0
10304,94.0
5053,2.0
9333,0.0
979,0.0
1706,0.0
10692,0.0
2349,16.0
9510,98.0
3612,96.0
3629,0.0
1370,8.0
10337,98.0
6271,98.0
3692,98.0
9690,95.0
6500,0.0
2812,97.0
6122,8.0
475,99.0
7439,0.0
3620,98.0
4434,97.0
10192,0.0
4132,0.0
5165,95.0
10462,98.0
9073,0.0
8658,96.0
881,0.0
2830,95.0
5930,26.0
2912,98.0
2927,2.0
7417,0.0
3839,12.0
10093,8.0
4319,0.0
3792,2.0
7827,98.0
8646,0.0
4444,6.0
1753,95.0
6208,0.0
7689,0.0
2048,7.0
9154,0.0
9996,2.0
3866,95.0
7902,98.0
7281,0.0
8237,0.0
7621,0.0
9927,100.0
1556,0.0
2068,0.0
3831,88.0
2645,95.0
2012,93.0
7975,97.0
4731,0.0
6854,0.0
8012,4.0
10380,4.0
5357,94.0
918,21.0
5564,8.0
7914,6.0
5635,7.0
3537,98.0
7605,0.0
3174,97.0
8659,2.0
3320,98.0
10590,0.0
2039,0.0
558,18.0
10905,6.0
7651,9.0
9100,3.0
992,0.0
5758,8.0
2871,93.0
9779,99.0
6786,8.0
1890,0.0
7766,4.0
471,17.0
8769,97.0
1643,96.0
8852,96.0
10622,0.0
4949,92.0
1815,0.0
6469,17.0
10194,0.0
6070,97.0
9414,97.0
3395,9.0
9581,0.0
7310,0.0
7483,0.0
419,0.0
8190,95.0
7830,94.0
9117,0.0
8843,4.0
985,0.0
6637,0.0
2824,93.0
4329,0.0
7699,8.0
9286,16.0
9944,4.0
288,99.0
724,0.0
4069,2.0
5225,0.0
5432,95.0
876,0.0
3652,3.0
7051,0.0
6336,9.0
4184,98.0
328,0.0
9282,98.0
5285,0.0
6023,0.0
1039,95.0
913,99.0
4799,95.0
6031,0.0
8376,10.0
8161,99.0
1464,20.0
7040,0.0
560,95.0
4235,8.0
9653,91.0
2079,16.0
4102,0.0
3586,0.0
7363,98.0
1518,100.0
5787,8.0
4640,0.0
9731,0.0
5477,0.0
4892,98.0
3632,0.0
2373,5.0
10602,91.0
4186,2.0
8925,93.0
1866,0.0
10162,4.0
8363,98.0
1051,99.0
10562,0.0
3404,100.0
901,92.0
5501,2.0
9928,93.0
6644,0.0
10547,0.0
4292,0.0
2243,2.0
291,94.0
4654,0.0
7723,4.0
6697,96.0
10835,9.0
3127,6.0
7839,96.0
8793,0.0
10028,92.0
8289,0.0
10777,4.0
2567,4.0
3567,4.0
414,10.0
1648,5.0
5908,4.0
2651,95.0
4976,0.0
5629,8.0
9619,95.0
8850,6.0
5997,0.0
1332,98.0
6919,28.0
7514,0.0
9336,2.0
5548,6.0
4014,6.0
5546,8.0
5789,4.0
3617,0.0
8412,100.0
2908,9.0
10402,0.0
6086,91.0
228,8.0
3113,17.0
3838,0.0
6477,0.0
2683,96.0
7192,2.0
10167,2.0
2796,3.0
10884,0.0
1722,98.0
192,4.0
6482,0.0
9822,4.0
8614,0.0
6929,94.0
4388,0.0
5351,0.0
10852,0.0
8540,3.0
2656,12.0
6378,95.0
9853,0.0
9586,96.0
8500,0.0
4669,0.0
7843,95.0
4583,0.0
6314,94.0
6227,8.0
9260,99.0
9310,98.0
9612,100.0
9817,4.0
7920,6.0
2040,0.0
2636,16.0
10214,0.0
5244,94.0
6011,0.0
10442,100.0
3209,18.0
841,10.0
2790,10.0
7805,4.0
3414,0.0
2844,94.0
3791,98.0
1923,9.0
34,0.0
10367,95.0
2485,30.0
6903,14.0
1432,16.0
3880,81.0
3518,98.0
7588,5.0
1482,99.0
1217,0.0
9110,5.0
1247,0.0
5846,6.0
3099,2.0
346,8.0
6029,0.0
8317,95.0
10745,0.0
9341,0.0
9566,100.0
8456,0.0
8789,20.0
4867,92.0
6180,99.0
9626,3.0
10933,0.0
827,97.0
5036,96.0
5180,88.0
5148,7.0
10256,97.0
1961,2.0
4221,0.0
9137,97.0
5424,4.0
6884,14.0
10035,97.0
8539,0.0
7861,0.0
3014,0.0
2816,99.0
3830,98.0
2400,0.0
5863,93.0
6646,0.0
4522,34.0
4809,0.0
608,6.0
7475,4.0
10458,0.0
2057,4.0
10271,98.0
6994,95.0
7220,6.0
3144,15.0
6081,2.0
3172,98.0
1736,98.0
7402,2.0
9222,97.0
2402,0.0
7403,97.0
5356,8.0
3366,95.0
3573,0.0
8524,6.0
9271,97.0
3137,7.0
7562,0.0
4709,11.0
8984,0.0
2646,98.0
6164,98.0
1121,6.0
1637,7.0
1669,0.0
6542,94.0
3023,0.0
8598,97.0
10378,4.0
1892,0.0
4250,8.0
10564,0.0
3810,4.0
8936,0.0
4118,0.0
10001,98.0
6984,98.0
5199,0.0
10702,0.0
9667,97.0
5537,5.0
9303,92.0
347,99.0
7249,2.0
7028,0.0
2233,4.0
5476,0.0
8775,90.0
691,0.0
8108,95.0
6328,0.0
2654,92.0
8834,0.0
501,99.0
10831,98.0
4173,4.0
752,99.0
5317,20.0
5271,0.0
1953,8.0
1009,6.0
10914,0.0
3757,98.0
4569,4.0
10044,98.0
7929,0.0
4158,0.0
4810,0.0
2304,12.0
2461,0.0
711,94.0
7398,0.0
74,98.0
5319,10.0
4536,18.0
2312,4.0
1761,0.0
9819,10.0
5094,4.0
9620,14.0
1130,0.0
9591,100.0
3611,0.0
10343,4.0
2334,96.0
7866,0.0
9415,96.0
6169,98.0
5698,0.0
10830,10.0
10189,0.0
1319,96.0
9633,10.0
2408,0.0
9257,8.0
1188,91.0
2195,4.0
3477,4.0
4303,0.0
6419,0.0
3616,0.0
6750,0.0
8362,4.0
4482,0.0
8305,96.0
6618,94.0
9549,10.0
2260,0.0
241,98.0
7017,2.0
8258,98.0
699,0.0
10115,94.0
143,0.0
4589,8.0
8656,0.0
2116,5.0
6149,91.0
7925,4.0
8484,0.0
6841,97.0
3288,95.0
2925,100.0
5471,0.0
9530,12.0
3190,9.0
6621,97.0
900,0.0
10250,0.0
6211,4.0
253,0.0
9723,95.0
1840,98.0
719,100.0
5829,98.0
7612,0.0
5732,6.0
2356,4.0
8403,98.0
2123,10.0
912,2.0
6554,94.0
2729,99.0
807,0.0
6613,14.0
9297,92.0
10289,95.0
7365,98.0
1844,98.0
5896,5.0
7842,95.0
2492,94.0
6579,10.0
732,0.0
7376,6.0
10898,5.0
5530,10.0
3120,2.0
3808,16.0
696,0.0
7144,97.0
863,4.0
1079,100.0
7419,0.0
2315,98.0
4696,98.0
8552,6.0
6139,90.0
5725,8.0
1876,0.0
3701,0.0
6983,96.0
1203,10.0
821,99.0
5721,8.0
10481,22.0
8440,0.0
1505,97.0
2394,0.0
2885,96.0
10711,0.0
114,0.0
7519,0.0
7268,20.0
4602,5.0
9709,8.0
9868,0.0
9993,10.0
5966,13.0
7482,11.0
6777,100.0
6315,3.0
5868,97.0
7271,0.0
2244,0.0
775,99.0
10184,0.0
2064,12.0
2835,0.0
3325,0.0
5005,96.0
5420,14.0
3854,97.0
4533,98.0
2591,0.0
2456,0.0
3287,97.0
1532,95.0
8420,0.0
12,2.0
1565,0.0
6151,0.0
3555,95.0
1983,4.0
10120,99.0
5842,95.0
1868,0.0
3306,98.0
3540,0.0
6404,0.0
9786,95.0
10358,99.0
960,0.0
4996,0.0
10092,6.0
7535,0.0
2757,2.0
2421,2.0
7960,94.0
10454,6.0
89,4.0
6108,2.0
10204,0.0
9491,90.0
10634,0.0
1984,6.0
3644,97.0
8392,0.0
5378,83.0
7797,93.0
679,0.0
9488,96.0
1161,86.0
9539,95.0
955,93.0
8955,0.0
47,2.0
9903,0.0
4223,0.0
3679,4.0
7023,0.0
4276,4.0
9794,2.0
3587,98.0
1521,0.0
8649,0.0
4765,97.0
4937,91.0
4103,0.0
9105,6.0
2549,4.0
6381,24.0
5906,22.0
8725,6.0
5859,99.0
10482,4.0
8,4.0
4668,0.0
7197,0.0
2566,0.0
1703,0.0
199,0.0
2347,6.0
518,18.0
6550,98.0
5253,100.0
9437,97.0
994,0.0
2335,96.0
8337,98.0
6602,98.0
2434,99.0
2543,4.0
5614,0.0
3606,4.0
5744,98.0
2720,95.0
1391,6.0
2191,98.0
4514,98.0
1519,96.0
10563,0.0
6033,0.0
226,10.0
7958,2.0
4032,8.0
6683,95.0
8832,13.0
6344,10.0
372,0.0
4396,10.0
8431,0.0
2724,98.0
4499,0.0
3218,96.0
3958,0.0
4036,4.0
9556,0.0
7674,0.0
415,1.0
3441,0.0
8675,0.0
1785,0.0
7275,0.0
7216,4.0
1197,100.0
69,2.0
4165,96.0
4317,4.0
6025,0.0
5807,95.0
365,0.0
8268,93.0
6622,97.0
412,4.0
4436,4.0
5798,0.0
10317,92.0
9143,14.0
6925,12.0
3234,4.0
131,10.0
303,100.0
2867,98.0
6682,98.0
5671,0.0
6723,4.0
6868,96.0
4205,0.0
236,99.0
7617,0.0
2341,96.0
1233,98.0
4342,97.0
4283,4.0
4959,99.0
8510,98.0
9034,24.0
6608,97.0
4320,97.0
8958,0.0
7668,0.0
1371,95.0
3938,0.0
8078,99.0
731,4.0
4652,0.0
341,4.0
6701,14.0
10145,96.0
7528,0.0
3232,0.0
7655,4.0
6650,0.0
6018,0.0
6278,97.0
2658,95.0
6109,0.0
911,96.0
2397,0.0
2527,4.0
6298,11.0
1882,0.0
3523,4.0
8732,99.0
7541,0.0
3252,0.0
9713,95.0
1378,6.0
2939,2.0
4010,4.0
1174,90.0
5677,0.0
1028,4.0
1311,0.0
561,97.0
2172,4.0
10671,11.0
10079,95.0
7670,0.0
444,95.0
10483,98.0
85,10.0
10141,14.0
9085,97.0
9701,4.0
10297,12.0
2813,2.0
8814,4.0
10846,8.0
7788,4.0
1975,96.0
2834,100.0
4664,0.0
1210,4.0
2888,0.0
8458,0.0
7874,0.0
9841,8.0
9012,95.0
1976,6.0
7299,0.0
7123,100.0
3910,96.0
535,2.0
5711,0.0
4636,95.0
5015,97.0
10944,0.0
1134,91.0
1552,0.0
6291,93.0
6639,0.0
5891,2.0
8993,0.0
9733,0.0
270,16.0
662,0.0
7819,0.0
9594,95.0
7566,8.0
2869,97.0
7303,0.0
5444,97.0
2036,0.0
9825,16.0
9141,12.0
10479,3.0
1934,0.0
3339,98.0
8853,13.0
9519,98.0
5712,98.0
1949,100.0
10129,0.0
6862,20.0
3940,0.0
206,94.0
2236,4.0
5008,95.0
3370,4.0
5785,0.0
323,99.0
7631,0.0
4274,0.0
5952,9.0
5489,10.0
8690,14.0
5917,4.0
2765,14.0
5686,0.0
7054,0.0
1737,95.0
859,12.0
4131,0.0
7447,0.0
10664,0.0
7701,97.0
10862,0.0
8017,0.0
6275,0.0
2386,98.0
6088,0.0
5194,0.0
2915,9.0
3552,97.0
2319,93.0
417,100.0
97,2.0
9365,0.0
10877,4.0
8466,90.0
742,6.0
9550,98.0
4958,95.0
4051,96.0
10591,95.0
6976,96.0
5562,9.0
6447,7.0
263,4.0
7292,0.0
4908,93.0
10433,0.0
5302,10.0
5876,97.0
7472,4.0
1545,0.0
4502,99.0
24,12.0
690,0.0
3435,0.0
9882,0.0
3267,99.0
9405,97.0
2494,96.0
2270,0.0
261,95.0
6615,99.0
3983,7.0
9828,0.0
6400,0.0
2389,94.0
2330,98.0
8507,4.0
1339,98.0
10097,8.0
8303,22.0
8321,3.0
4754,12.0
7328,0.0
6687,95.0
2101,0.0
8928,1.0
9929,96.0
1488,6.0
6966,91.0
8960,0.0
10785,0.0
9587,94.0
759,95.0
3358,98.0
1172,99.0
1860,0.0
10766,0.0
8241,99.0
1584,0.0
602,99.0
1602,96.0
6947,4.0
8792,2.0
10078,18.0
10065,8.0
8453,95.0
928,2.0
9205,96.0
10322,8.0
3570,97.0
1693,0.0
8871,0.0
5174,4.0
1773,0.0
7038,0.0
8607,11.0
7137,96.0
7498,0.0
8908,94.0
9607,96.0
5942,4.0
536,100.0
7241,0.0
9736,0.0
3089,2.0
9063,97.0
7119,98.0
430,12.0
9656,0.0
2754,96.0
8393,20.0
4202,0.0
7204,0.0
2622,2.0
4262,2.0
1695,0.0
6763,94.0
6135,5.0
4914,95.0
5561,14.0
9831,20.0
7189,98.0
10613,10.0
7594,100.0
9460,98.0
4226,0.0
1420,98.0
219,97.0
6473,100.0
7458,0.0
5591,4.0
232,100.0
2250,95.0
2167,0.0
6578,8.0
9086,17.0
3352,98.0
110,0.0
1765,0.0
2445,0.0
2676,98.0
6059,95.0
2333,4.0
3648,99.0
746,12.0
7075,97.0
7181,4.0
3260,0.0
6393,0.0
8051,0.0
6017,0.0
3415,0.0
9942,0.0
9767,84.0
9298,95.0
9042,12.0
2991,0.0
4455,98.0
8248,97.0
8128,95.0
1858,6.0
4443,8.0
3908,0.0
2709,10.0
9732,0.0
5192,0.0
1989,10.0
7606,0.0
4650,0.0
8111,92.0
432,2.0
10086,10.0
1,6.0
9531,2.0
5110,85.0
4717,10.0
3485,0.0
7450,0.0
6808,96.0
3402,97.0
2884,92.0
8564,7.0
1807,0.0
1633,96.0
3393,2.0
2267,0.0
7150,0.0
2246,2.0
9203,8.0
3094,97.0
7885,94.0
2015,99.0
9350,0.0
2429,97.0
2519,10.0
9337,97.0
4995,0.0
9392,0.0
1474,0.0
9327,100.0
402,0.0
2878,0.0
2375,96.0
1263,0.0
9961,2.0
4825,0.0
10843,97.0
9494,10.0
6154,96.0
1546,0.0
1689,0.0
3624,0.0
6659,0.0
2538,12.0
5267,0.0
8562,8.0
2569,12.0
4093,100.0
4770,95.0
8333,100.0
8359,96.0
10359,3.0
4185,0.0
1764,0.0
6848,0.0
7431,0.0
9564,95.0
6127,2.0
6327,96.0
4194,0.0
4199,0.0
2825,96.0
5544,95.0
3122,0.0
220,98.0
8522,16.0
196,96.0
717,92.0
9760,0.0
9098,4.0
8966,0.0
9932,4.0
2214,16.0
6889,96.0
10160,18.0
6162,96.0
9955,0.0
3543,98.0
7953,94.0
2972,0.0
5082,95.0
546,95.0
7563,14.0
2115,10.0
3560,0.0
10904,96.0
4085,5.0
56,6.0
7620,0.0
5920,4.0
6175,4.0
6484,0.0
609,0.0
4271,97.0
4858,77.0
833,97.0
7199,14.0
8069,98.0
3364,98.0
7725,8.0
406,0.0
9314,94.0
5483,0.0
9261,97.0
7934,8.0
5578,100.0
1696,0.0
872,94.0
8896,0.0
6076,98.0
2297,27.0
5823,95.0
10597,4.0
3709,20.0
66,6.0
7891,2.0
1007,4.0
2235,0.0
8782,99.0
3826,9.0
3597,2.0
3739,0.0
1331,97.0
8245,93.0
8683,98.0
9740,0.0
6738,98.0
4013,0.0
242,0.0
6511,0.0
6221,0.0
9888,0.0
1013,24.0
8906,97.0
7604,0.0
9429,99.0
4898,14.0
940,9.0
10818,6.0
2028,3.0
3491,0.0
9720,97.0
8745,4.0
8736,4.0
5907,12.0
5365,0.0
382,0.0
1178,99.0
7418,0.0
1392,9.0
4798,94.0
224,4.0
2612,0.0
6502,0.0
9995,2.0
6557,99.0
5765,17.0
7347,7.0
5921,8.0
7893,93.0
7991,94.0
8748,0.0
7166,8.0
10117,4.0
362,90.0
1779,0.0
7908,0.0
547,96.0
8221,0.0
9077,8.0
508,4.0
5062,94.0
978,0.0
9608,90.0
8125,99.0
9172,96.0
8099,94.0
350,2.0
6276,0.0
7382,20.0
5321,4.0
4718,1.0
7067,92.0
8998,11.0
10384,98.0
8056,0.0
1328,4.0
2460,0.0
118,4.0
10226,12.0
4964,100.0
1587,0.0
9649,2.0
855,10.0
10638,0.0
6930,92.0
1980,7.0
1246,0.0
8475,0.0
2002,5.0
466,96.0
5129,98.0
3915,14.0
2807,2.0
6679,4.0
8210,14.0
8074,34.0
8578,18.0
9525,100.0
5268,0.0
10759,22.0
9322,98.0
4272,0.0
9773,93.0
9313,95.0
7395,0.0
9328,96.0
6631,0.0
6045,95.0
10401,0.0
7295,0.0
193,9.0
9055,98.0
6512,0.0
9215,98.0
3905,2.0
4512,96.0
2216,16.0
6940,96.0
349,0.0
4295,18.0
6641,0.0
10330,97.0
8313,0.0
874,87.0
7970,0.0
7905,9.0
7110,97.0
3304,97.0
4377,0.0
5189,0.0
5999,0.0
9877,0.0
7278,0.0
5000,0.0
926,96.0
2831,99.0
3110,6.0
3610,6.0
8512,97.0
10844,10.0
5529,4.0
9281,14.0
4258,97.0
1466,4.0
5468,0.0
6864,6.0
7683,0.0
7539,4.0
8937,100.0
683,0.0
6323,0.0
9361,0.0
5542,3.0
5296,0.0
4954,90.0
10137,95.0
597,14.0
2326,98.0
2952,98.0
9625,18.0
9860,0.0
6087,8.0
8818,93.0
5583,11.0
9999,8.0
30,6.0
3553,8.0
6899,32.0
316,96.0
5398,100.0
620,88.0
6279,10.0
4968,12.0
1393,96.0
1865,4.0
7531,0.0
3816,12.0
8790,97.0
1043,97.0
5213,0.0
2212,0.0
10144,99.0
10494,1.0
5989,12.0
4925,99.0
6813,4.0
6481,0.0
4279,10.0
10424,0.0
3510,0.0
9642,8.0
10929,0.0
1966,2.0
532,99.0
2187,4.0
10425,0.0
794,0.0
8023,0.0
2691,99.0
3781,97.0
4060,99.0
2211,8.0
952,96.0
571,97.0
4711,89.0
8173,93.0
9387,0.0
1512,93.0
7213,0.0
1810,3.0
7623,0.0
115,4.0
4969,2.0
2181,10.0
667,0.0
6904,12.0
8037,0.0
2699,96.0
6877,99.0
6698,97.0
10293,94.0
4242,6.0
10216,0.0
8735,99.0
3784,99.0
1525,98.0
4774,14.0
2554,98.0
1408,95.0
7647,3.0
1829,12.0
10440,98.0
10089,98.0
8780,99.0
1631,93.0
17,4.0
4626,8.0
4712,4.0
3015,0.0
3387,0.0
6126,8.0
9552,0.0
966,0.0
2650,89.0
8695,19.0
10600,8.0
3118,88.0
1429,10.0
484,0.0
5514,0.0
4617,0.0
4133,0.0
3786,4.0
6638,0.0
8230,95.0
9389,0.0
9028,4.0
9196,2.0
2553,8.0
1156,0.0
7897,0.0
7779,98.0
3527,93.0
5142,8.0
2774,90.0
8796,99.0
5301,98.0
1084,97.0
170,0.0
6021,0.0
3163,0.0
3738,96.0
7404,5.0
1303,96.0
3076,8.0
10105,8.0
7494,0.0
2059,6.0
2967,20.0
4473,92.0
4970,0.0
1680,0.0
6479,0.0
8462,17.0
3730,18.0
7461,0.0
7609,0.0
2149,0.0
7881,98.0
8865,92.0
8001,4.0
3871,97.0
4759,0.0
1733,89.0
9790,98.0
7852,22.0
9120,95.0
3495,100.0
10244,2.0
5134,4.0
10701,0.0
1350,97.0
9416,4.0
4922,97.0
857,2.0
2526,98.0
8377,94.0
10039,0.0
9880,0.0
5524,4.0
9670,4.0
2727,96.0
10903,9.0
919,97.0
453,4.0
7420,0.0
8888,2.0
9843,2.0
451,2.0
790,2.0
9126,96.0
7856,96.0
9032,2.0
4062,97.0
2697,0.0
2905,0.0
283,99.0
8565,4.0
3995,2.0
3718,3.0
6867,97.0
9677,98.0
7747,0.0
10205,0.0
2054,15.0
1950,21.0
583,99.0
2092,5.0
5622,0.0
2075,6.0
2753,8.0
4150,0.0
9308,93.0
9386,0.0
10509,0.0
1192,95.0
5841,4.0
5571,100.0
1955,0.0
2020,99.0
7191,3.0
162,0.0
1320,2.0
458,16.0
6965,98.0
6434,0.0
3673,16.0
2701,0.0
5878,97.0
2721,97.0
4509,98.0
7124,97.0
4552,97.0
5162,0.0
3376,11.0
6788,4.0
3027,0.0
3802,4.0
5659,6.0
10390,4.0
3571,10.0
10331,9.0
10006,96.0
9726,0.0
6941,97.0
5625,0.0
9122,95.0
7018,95.0
7179,0.0
2208,97.0
5569,98.0
7140,0.0
3789,98.0
4289,4.0
3054,12.0
6456,100.0
9421,0.0
9557,97.0
4495,97.0
9037,93.0
418,4.0
1225,91.0
5059,4.0
7773,96.0
10412,0.0
8738,4.0
1787,0.0
4066,99.0
3529,97.0
1207,10.0
7108,97.0
924,98.0
9338,97.0
1906,0.0
850,6.0
6405,0.0
10280,96.0
1957,7.0
5116,98.0
7611,0.0
8912,96.0
3147,0.0
2974,94.0
8094,95.0
1547,0.0
8575,98.0
2217,0.0
8246,98.0
10372,98.0
1032,2.0
250,0.0
3732,4.0
6354,14.0
10807,6.0
369,0.0
4286,96.0
2956,0.0
6748,8.0
1850,97.0
8013,95.0
8694,6.0
4246,0.0
10019,1.0
2809,10.0
7629,0.0
8862,7.0
7884,96.0
4450,99.0
943,8.0
4416,6.0
2189,0.0
5964,0.0
5283,0.0
7368,99.0
9589,92.0
5856,99.0
1690,0.0
2448,0.0
2201,99.0
7741,15.0
5681,0.0
5991,99.0
9965,6.0
9780,91.0
8015,0.0
10218,99.0
8302,6.0
4176,0.0
9821,8.0
1623,6.0
585,100.0
10741,95.0
4573,4.0
8629,0.0
8158,13.0
4041,96.0
9693,97.0
8859,4.0
3806,9.0
4459,98.0
6926,10.0
59,0.0
7774,96.0
7526,0.0
8918,97.0
4439,97.0
8423,0.0
6225,4.0
6153,94.0
3303,98.0
6369,96.0
781,0.0
8953,0.0
10432,0.0
10614,97.0
2716,8.0
5869,98.0
6050,95.0
2451,0.0
3686,8.0
4608,2.0
1342,2.0
3713,99.0
6901,6.0
9302,95.0
6203,6.0
4813,0.0
4099,98.0
1037,10.0
10645,0.0
7721,0.0
6417,0.0
2136,0.0
6805,99.0
5608,8.0
5463,0.0
6767,0.0
4084,0.0
7517,0.0
576,6.0
4741,98.0
4,98.0
2695,16.0
8486,0.0
6591,6.0
8351,99.0
4356,0.0
3538,99.0
10206,0.0
10797,93.0
9409,4.0
802,6.0
3283,0.0
9306,96.0
1451,94.0
6895,97.0
10439,2.0
1529,2.0
353,4.0
530,94.0
4924,94.0
8266,97.0
6920,97.0
8868,96.0
9533,0.0
3117,7.0
10054,6.0
9762,0.0
6973,96.0
4643,0.0
4124,0.0
1166,97.0
1193,91.0
10417,0.0
3691,100.0
9737,0.0
4686,7.0
9058,100.0
1750,98.0
7399,4.0
3712,8.0
10288,8.0
1249,0.0
7280,0.0
7907,96.0
8670,12.0
7408,99.0
3017,0.0
5221,0.0
6257,94.0
7406,0.0
6138,98.0
2257,98.0
8142,96.0
10174,0.0
704,99.0
5030,98.0
7575,96.0
3564,0.0
9087,8.0
10163,2.0
7134,96.0
5979,8.0
5827,0.0
1453,95.0
5305,3.0
6340,98.0
6398,0.0
997,0.0
2145,0.0
6670,0.0
1533,4.0
4682,0.0
2362,18.0
6982,97.0
6475,2.0
3226,9.0
3852,97.0
2698,95.0
3997,0.0
7047,0.0
4578,0.0
10448,0.0
848,4.0
9897,96.0
334,0.0
7632,0.0
4787,16.0
358,4.0
10586,14.0
9152,0.0
7608,0.0
7410,0.0
10418,0.0
4007,16.0
8545,6.0
5112,95.0
1607,0.0
481,6.0
7287,0.0
6915,12.0
3416,0.0
447,0.0
4888,10.0
3574,0.0
6140,4.0
1274,0.0
3093,4.0
7337,98.0
10946,0.0
3977,99.0
9792,8.0
10498,6.0
550,96.0
4398,4.0
9575,84.0
6967,98.0
9380,0.0
5228,0.0
1213,99.0
2090,4.0
10257,97.0
281,100.0
4492,97.0
7434,0.0
10004,4.0
10114,7.0
7565,6.0
6010,0.0
9973,11.0
2906,0.0
8641,0.0
7357,14.0
6007,0.0
8777,9.0
7331,0.0
8676,4.0
4658,0.0
4395,2.0
1795,0.0
5396,6.0
2602,0.0
499,4.0
1245,0.0
7243,98.0
2777,99.0
6452,98.0
6521,0.0
6525,16.0
7572,97.0
6689,97.0
2855,95.0
6353,12.0
9574,98.0
1847,4.0
893,96.0
2945,81.0
3392,2.0
1074,0.0
10041,98.0
2080,98.0
9045,100.0
7170,0.0
6746,8.0
9293,96.0
5901,2.0
4096,8.0
6671,96.0
7104,94.0
3222,0.0
8809,98.0
5294,0.0
4993,0.0
4115,0.0
6124,0.0
7533,0.0
7812,98.0
4885,30.0
10888,12.0
3272,96.0
5400,97.0
8875,4.0
5886,96.0
4700,11.0
9206,96.0
2535,3.0
2134,0.0
7285,0.0
568,99.0
6842,97.0
6562,97.0
2262,4.0
2648,90.0
10841,98.0
9247,96.0
8945,4.0
2715,2.0
1659,98.0
1442,95.0
7206,4.0
2620,94.0
4637,12.0
9351,0.0
5585,99.0
1024,98.0
1597,96.0
2617,0.0
5679,0.0
1494,14.0
8776,11.0
5527,4.0
4309,4.0
4190,0.0
3641,97.0
1431,4.0
8842,99.0
9467,98.0
670,0.0
6352,94.0
10133,0.0
10072,97.0
2427,94.0
6858,6.0
749,12.0
4926,98.0
9864,0.0
8529,99.0
454,16.0
2133,4.0
2426,96.0
3068,14.0
9776,93.0
8138,98.0
2890,0.0
1522,0.0
3447,98.0
6587,10.0
4494,98.0
3308,95.0
4121,0.0
1368,95.0
431,0.0
8747,12.0
6144,94.0
10867,14.0
1220,95.0
4695,94.0
7570,92.0
2390,96.0
6486,0.0
10930,0.0
10788,20.0
1031,97.0
10953,0.0
7423,0.0
1394,95.0
10743,9.0
5624,0.0
4963,97.0
6358,100.0
9091,5.0
9209,0.0
1149,0.0
8579,0.0
10376,4.0
10886,20.0
4807,0.0
4866,8.0
1557,0.0
5528,8.0
10518,96.0
2441,0.0
3936,0.0
5249,5.0
5487,0.0
9926,2.0
5320,7.0
64,0.0
1823,0.0
7004,16.0
1396,95.0
9783,87.0
10316,0.0
7849,4.0
9251,97.0
8144,97.0
10703,0.0
2860,4.0
1273,0.0
3111,4.0
7583,10.0
259,4.0
1620,14.0
7244,5.0
5513,0.0
5171,10.0
10805,2.0
7913,8.0
10710,0.0
172,0.0
8720,6.0
3242,0.0
9621,42.0
3770,0.0
3957,0.0
4047,2.0
2619,0.0
3766,2.0
3891,4.0
3458,6.0
4588,0.0
2241,2.0
3398,99.0
3604,2.0
8504,8.0
103,98.0
3488,12.0
1740,98.0
4560,0.0
10560,0.0
9842,8.0
3873,98.0
9276,0.0
8626,0.0
7618,0.0
1768,0.0
3585,8.0
6747,95.0
8254,96.0
