,score_sum
4214,0.0
4392,94.0
7275,0.0
7065,0.0
9854,0.0
7566,8.0
5536,5.0
3944,0.0
8855,0.0
10202,0.0
8382,0.0
8444,0.0
6275,0.0
7344,2.0
9996,2.0
10322,8.0
9811,97.0
9056,98.0
8690,14.0
7135,95.0
6940,96.0
10852,0.0
6044,99.0
7720,14.0
6390,95.0
2345,100.0
6252,15.0
5110,85.0
1153,96.0
6965,98.0
8306,98.0
1800,0.0
6,99.0
10918,0.0
4552,97.0
5160,24.0
3063,4.0
6629,95.0
4920,95.0
1161,86.0
4233,13.0
8719,0.0
9891,0.0
4757,8.0
3054,12.0
6829,95.0
4443,8.0
3883,0.0
5354,95.0
1438,93.0
8611,0.0
4406,7.0
1413,94.0
9367,0.0
7825,4.0
4156,0.0
10232,95.0
2108,5.0
6207,26.0
5296,0.0
1290,98.0
1605,6.0
7292,0.0
8223,95.0
1081,0.0
5542,3.0
70,1.0
9556,0.0
5095,80.0
10822,0.0
953,98.0
8807,100.0
7058,0.0
10863,0.0
4585,4.0
2139,0.0
3614,2.0
6415,0.0
2913,4.0
8786,4.0
5048,2.0
8567,10.0
2615,0.0
6505,0.0
3262,0.0
5121,8.0
1138,96.0
9502,91.0
3281,4.0
3757,98.0
6095,0.0
2716,8.0
8402,0.0
9468,94.0
2851,100.0
10117,4.0
10106,4.0
3437,0.0
10586,14.0
9258,1.0
3445,4.0
9803,95.0
4401,0.0
9464,6.0
9892,0.0
5619,0.0
5139,20.0
3364,98.0
2172,4.0
2368,4.0
10642,0.0
9782,99.0
7438,0.0
8713,14.0
2310,10.0
8364,6.0
10499,6.0
8514,96.0
5460,0.0
8825,0.0
5978,98.0
10406,0.0
2429,97.0
2298,6.0
5687,0.0
9677,98.0
8712,96.0
1119,96.0
3164,0.0
6281,10.0
7165,0.0
6308,96.0
8083,90.0
4016,8.0
8709,4.0
2642,96.0
4622,0.0
2102,8.0
3874,88.0
267,0.0
4986,0.0
4673,0.0
4244,0.0
9292,0.0
3768,4.0
5228,0.0
194,8.0
2377,2.0
5178,10.0
10305,5.0
5053,2.0
9335,8.0
978,0.0
1705,0.0
10693,0.0
2348,0.0
8384,95.0
3611,0.0
3628,0.0
1369,12.0
10338,0.0
4653,0.0
3691,100.0
9692,4.0
7244,5.0
2811,0.0
6123,6.0
474,89.0
5224,0.0
3619,3.0
4434,97.0
4592,2.0
4131,0.0
6711,95.0
6031,0.0
5883,100.0
8659,2.0
880,6.0
2829,2.0
9802,96.0
2911,2.0
2926,99.0
5525,4.0
3838,0.0
10094,12.0
4318,4.0
3791,98.0
8899,6.0
7298,0.0
10643,0.0
1752,95.0
7694,98.0
7691,98.0
2047,2.0
9155,10.0
9997,16.0
3865,97.0
6848,0.0
7283,0.0
8332,95.0
6783,10.0
9928,93.0
1555,0.0
2067,5.0
3830,98.0
2644,92.0
2011,0.0
5942,4.0
4731,0.0
6856,14.0
7143,92.0
5750,4.0
5357,94.0
917,97.0
5564,8.0
5426,96.0
6577,4.0
3536,0.0
5155,4.0
3173,4.0
7465,0.0
3319,2.0
10591,95.0
2038,0.0
557,18.0
8841,4.0
7653,0.0
6776,10.0
991,0.0
5758,8.0
2870,93.0
7626,0.0
6788,4.0
1889,0.0
5143,4.0
470,98.0
7569,93.0
1642,0.0
6539,8.0
10857,4.0
7118,16.0
1814,95.0
7562,0.0
10195,0.0
6071,6.0
7466,0.0
3394,97.0
9583,94.0
6058,4.0
7485,2.0
418,4.0
6987,0.0
7832,14.0
9118,0.0
8844,3.0
984,0.0
4725,93.0
2823,95.0
4328,2.0
7050,0.0
9288,97.0
7700,12.0
287,6.0
723,4.0
4068,99.0
4639,96.0
5432,95.0
875,97.0
3651,98.0
4941,96.0
9463,83.0
4183,3.0
327,12.0
10308,26.0
5285,0.0
6024,0.0
1038,98.0
912,2.0
4799,95.0
6032,0.0
8377,94.0
4779,18.0
1463,10.0
6473,100.0
559,4.0
4234,13.0
9655,0.0
2078,26.0
4101,3.0
3585,8.0
9382,0.0
1517,98.0
9564,95.0
10050,8.0
9733,0.0
6154,96.0
4892,98.0
3631,0.0
2372,4.0
10603,4.0
4185,0.0
7383,0.0
1865,4.0
10163,2.0
5498,4.0
1050,97.0
10816,2.0
3403,0.0
900,0.0
5501,2.0
10439,2.0
5800,6.0
10548,0.0
4291,2.0
2242,100.0
290,95.0
4654,0.0
7725,8.0
6699,6.0
5303,100.0
3126,0.0
5849,24.0
8794,100.0
5998,0.0
7787,8.0
10777,4.0
2566,0.0
3566,95.0
413,4.0
1647,7.0
4602,5.0
2650,89.0
4976,0.0
5629,8.0
7077,98.0
8851,8.0
4787,16.0
1331,97.0
9146,8.0
7516,0.0
9338,97.0
5548,6.0
4013,0.0
5546,8.0
8628,0.0
3616,0.0
8413,0.0
2907,4.0
9994,0.0
6087,8.0
227,4.0
3112,8.0
3837,98.0
6479,0.0
2682,100.0
8469,92.0
6678,96.0
2795,96.0
10884,0.0
1721,100.0
191,5.0
7168,6.0
9823,99.0
10920,0.0
5010,96.0
4387,0.0
6881,12.0
6524,100.0
8541,0.0
2655,4.0
6700,14.0
7508,0.0
9588,93.0
9503,97.0
9649,2.0
10421,0.0
4582,18.0
8022,0.0
7304,0.0
9262,95.0
5452,99.0
10315,96.0
9818,0.0
8963,0.0
2039,0.0
2635,4.0
10859,10.0
7563,14.0
6012,0.0
7797,93.0
3208,0.0
840,96.0
2789,0.0
6199,98.0
3413,0.0
2843,93.0
3790,98.0
1922,6.0
34,0.0
10906,99.0
2484,98.0
5428,26.0
1431,4.0
3879,95.0
3517,97.0
7590,97.0
1481,100.0
1216,4.0
5377,99.0
1246,0.0
10765,97.0
3098,86.0
345,99.0
6030,0.0
9129,98.0
8924,16.0
7711,4.0
9568,93.0
8457,0.0
6507,0.0
10068,95.0
8584,8.0
4755,20.0
5073,95.0
826,24.0
6316,97.0
9628,2.0
5148,7.0
10257,97.0
1960,99.0
4220,0.0
9138,96.0
5138,8.0
6886,96.0
9665,0.0
8540,3.0
7863,0.0
3013,0.0
2815,0.0
3829,98.0
2399,0.0
7510,0.0
7849,4.0
4521,18.0
4809,0.0
607,4.0
7104,94.0
6719,95.0
2056,14.0
10272,95.0
10524,6.0
7928,0.0
3143,4.0
5470,0.0
3171,0.0
1735,99.0
7404,5.0
8089,99.0
2401,0.0
7405,17.0
5356,8.0
3365,96.0
3572,12.0
8525,4.0
9273,0.0
3136,2.0
7564,14.0
4709,11.0
8985,0.0
2645,95.0
6165,94.0
1120,2.0
1636,93.0
1668,0.0
6544,2.0
3022,0.0
9075,95.0
7823,0.0
1891,0.0
4249,0.0
10565,0.0
3809,0.0
8937,100.0
4117,0.0
10002,95.0
7999,0.0
10043,93.0
9102,7.0
9669,95.0
7761,100.0
9676,97.0
346,8.0
7251,4.0
7030,0.0
2232,0.0
5476,0.0
8776,11.0
690,0.0
9924,4.0
6649,0.0
2653,4.0
6887,24.0
500,8.0
5553,0.0
4172,98.0
751,28.0
9201,0.0
5271,0.0
1952,4.0
1008,98.0
6690,97.0
3756,0.0
4568,5.0
5306,14.0
8301,95.0
4157,0.0
10069,98.0
2303,18.0
2460,0.0
710,96.0
7400,4.0
74,98.0
10695,0.0
4535,98.0
2311,0.0
1760,0.0
9729,0.0
5094,4.0
8399,0.0
1129,97.0
9593,97.0
3610,6.0
8537,91.0
2333,4.0
7868,12.0
9417,95.0
6901,6.0
5873,96.0
10830,10.0
7501,0.0
1318,14.0
7690,0.0
2407,0.0
9259,97.0
1187,99.0
2194,97.0
3476,94.0
4302,0.0
7025,0.0
3615,0.0
5650,2.0
9315,93.0
4481,97.0
4974,0.0
6620,96.0
9551,96.0
2259,95.0
240,98.0
7019,98.0
8259,96.0
698,0.0
7081,98.0
142,0.0
4588,0.0
8173,93.0
2115,10.0
6150,6.0
7927,4.0
8485,0.0
9104,97.0
3287,97.0
2924,100.0
9491,90.0
4821,0.0
3189,6.0
6623,7.0
899,4.0
10837,2.0
7724,0.0
252,4.0
6233,0.0
1839,96.0
718,96.0
9030,0.0
7512,0.0
5972,0.0
2355,18.0
4908,93.0
2122,10.0
911,96.0
6556,4.0
2728,98.0
806,0.0
8037,0.0
7657,4.0
10290,92.0
7367,20.0
1843,98.0
4813,0.0
8967,0.0
2491,95.0
6581,6.0
731,4.0
7378,100.0
9732,0.0
4951,98.0
3119,98.0
3807,4.0
695,0.0
7146,0.0
862,99.0
1078,2.0
9314,94.0
2314,6.0
4695,94.0
6028,0.0
6825,98.0
5725,8.0
1875,0.0
3700,6.0
7648,96.0
1202,4.0
820,95.0
5721,8.0
10482,4.0
8441,0.0
1504,94.0
2393,0.0
2884,92.0
9465,6.0
113,0.0
8663,3.0
7270,97.0
4601,97.0
9711,97.0
5682,0.0
9141,12.0
5030,98.0
10459,3.0
8098,94.0
8887,16.0
8072,5.0
7273,0.0
2243,2.0
774,96.0
7492,0.0
2063,4.0
2834,100.0
3324,4.0
6113,4.0
5490,98.0
3853,97.0
4532,99.0
2590,0.0
2455,0.0
3286,98.0
1531,98.0
6948,95.0
12,2.0
1564,0.0
6152,4.0
3554,0.0
1982,4.0
5996,0.0
5283,0.0
1867,0.0
3305,89.0
3539,8.0
7908,0.0
7131,99.0
10359,3.0
959,0.0
7216,4.0
10093,8.0
7537,0.0
2756,10.0
2420,97.0
8493,0.0
10455,2.0
88,7.0
6109,0.0
8186,97.0
4948,95.0
10635,0.0
1983,4.0
3643,4.0
7558,8.0
5378,83.0
7336,4.0
678,0.0
9490,0.0
1160,97.0
7085,98.0
954,97.0
8956,0.0
47,2.0
9904,2.0
4222,0.0
3678,8.0
6422,93.0
4275,0.0
7117,98.0
3586,0.0
1520,96.0
10951,0.0
4764,0.0
4937,91.0
4102,0.0
9106,97.0
2548,24.0
7559,0.0
5806,99.0
8726,0.0
6967,98.0
10483,98.0
8,4.0
4667,0.0
8282,93.0
2565,95.0
1702,0.0
198,5.0
2346,4.0
517,0.0
9632,22.0
5253,100.0
9605,97.0
993,0.0
2334,96.0
7037,0.0
6604,0.0
2433,99.0
2542,6.0
7188,98.0
3605,100.0
5744,98.0
2719,12.0
1390,95.0
2190,10.0
4513,98.0
1518,100.0
10564,0.0
9975,8.0
225,0.0
7960,94.0
4031,8.0
6685,8.0
8833,7.0
9222,97.0
371,0.0
4395,2.0
8432,0.0
2723,0.0
4498,97.0
3217,8.0
3957,0.0
4035,22.0
9558,4.0
6367,10.0
414,10.0
3440,0.0
6989,97.0
1784,0.0
7129,94.0
6792,1.0
1196,0.0
69,2.0
4164,9.0
4316,2.0
8210,14.0
5807,95.0
364,0.0
8269,95.0
7294,0.0
411,0.0
4435,2.0
5798,0.0
10318,8.0
10674,99.0
5863,93.0
3233,4.0
130,0.0
302,94.0
2866,95.0
10140,94.0
7682,0.0
6196,2.0
10239,90.0
4204,0.0
235,95.0
7619,0.0
2340,6.0
1232,0.0
4341,4.0
4282,2.0
4958,95.0
7650,0.0
9035,14.0
6610,100.0
4319,0.0
8959,0.0
5022,98.0
1370,8.0
3937,0.0
8080,96.0
730,0.0
4651,0.0
340,95.0
9816,8.0
10737,6.0
7530,0.0
3231,6.0
5961,6.0
6652,0.0
6019,0.0
6279,10.0
2657,7.0
9478,98.0
910,99.0
2396,0.0
2526,98.0
6380,4.0
1881,0.0
3522,93.0
8207,6.0
6924,6.0
3251,0.0
6343,99.0
1377,0.0
2938,88.0
4009,98.0
1173,94.0
5677,0.0
1027,0.0
1310,14.0
560,95.0
2171,5.0
10672,0.0
9499,99.0
7672,0.0
443,7.0
9404,98.0
84,4.0
10142,100.0
9086,17.0
9703,95.0
7382,20.0
2812,97.0
8815,0.0
10846,8.0
7790,4.0
1974,97.0
2833,0.0
4663,0.0
1209,16.0
2887,99.0
5939,0.0
7876,0.0
9842,8.0
10754,0.0
1975,96.0
7170,0.0
7369,100.0
3909,2.0
534,98.0
5711,0.0
4635,0.0
5014,93.0
10944,0.0
1133,91.0
1551,0.0
6292,48.0
8492,0.0
7529,0.0
10908,0.0
9735,0.0
269,4.0
661,98.0
7821,96.0
9076,8.0
7568,0.0
2868,99.0
7305,0.0
10219,13.0
2035,0.0
9826,2.0
8586,93.0
7669,0.0
1933,100.0
3338,96.0
10000,0.0
9521,95.0
5712,98.0
1948,100.0
9346,0.0
6864,6.0
3939,0.0
205,95.0
2235,0.0
5007,98.0
3369,97.0
9687,12.0
322,98.0
7633,0.0
4273,12.0
5953,4.0
5489,10.0
8691,4.0
10713,0.0
2764,0.0
5686,0.0
7056,0.0
1736,98.0
858,12.0
4130,0.0
7449,0.0
8426,0.0
7703,0.0
10862,0.0
10099,100.0
8161,99.0
2385,98.0
9385,0.0
5194,0.0
2914,6.0
3551,99.0
2318,98.0
416,99.0
96,4.0
7551,0.0
5811,99.0
6155,98.0
741,0.0
9552,0.0
4957,95.0
4050,96.0
10592,6.0
6978,8.0
6247,11.0
5788,8.0
262,4.0
6627,2.0
4907,12.0
9357,0.0
10835,9.0
5877,97.0
7474,2.0
1544,0.0
4501,99.0
24,12.0
689,0.0
3434,0.0
5577,100.0
3266,94.0
9407,10.0
2493,95.0
2269,0.0
260,0.0
6617,91.0
3982,94.0
5710,0.0
8916,2.0
2388,2.0
2329,99.0
10692,0.0
1338,0.0
10098,8.0
8304,0.0
8322,0.0
4753,6.0
7330,2.0
6689,97.0
2100,0.0
8929,100.0
8290,100.0
1487,96.0
6968,88.0
7699,8.0
10530,0.0
9589,92.0
758,12.0
3357,92.0
1171,93.0
1859,4.0
7645,0.0
8242,99.0
1583,0.0
601,97.0
1601,95.0
5318,99.0
8793,0.0
10079,95.0
7805,4.0
10743,9.0
927,94.0
9206,96.0
10323,97.0
3569,90.0
1692,0.0
8872,98.0
5173,0.0
1772,0.0
7040,0.0
9373,0.0
5608,8.0
10266,0.0
8909,4.0
9609,94.0
5943,4.0
535,2.0
5777,98.0
10306,0.0
3088,94.0
9064,93.0
7121,99.0
429,98.0
7003,99.0
2753,8.0
8394,0.0
4201,0.0
9177,95.0
2621,99.0
4261,0.0
1694,0.0
7507,0.0
6136,0.0
4913,96.0
5561,14.0
5581,96.0
6070,97.0
10614,97.0
8935,0.0
9462,100.0
4225,11.0
1419,6.0
218,96.0
8785,4.0
5473,0.0
5591,4.0
231,4.0
2249,2.0
2166,0.0
6017,0.0
6670,0.0
3351,97.0
109,2.0
1764,0.0
2444,0.0
2675,22.0
7910,4.0
2332,98.0
3647,100.0
745,2.0
5398,100.0
7183,98.0
3259,0.0
6394,0.0
10577,9.0
6018,0.0
3414,0.0
5782,8.0
9769,95.0
7274,0.0
5389,0.0
2990,0.0
4454,96.0
7502,0.0
5380,6.0
1857,10.0
4442,6.0
3907,0.0
2708,96.0
9522,8.0
5191,0.0
1988,4.0
7608,0.0
4649,0.0
8113,96.0
431,0.0
10087,10.0
1,6.0
9533,0.0
5109,98.0
4716,11.0
3484,97.0
8505,98.0
6810,99.0
3401,98.0
2883,100.0
6402,0.0
1806,0.0
1632,96.0
3392,2.0
2266,0.0
8919,30.0
2245,9.0
9204,0.0
3093,4.0
7352,0.0
2014,93.0
8984,0.0
2428,98.0
2518,14.0
7730,88.0
4994,0.0
9394,0.0
1473,8.0
9329,14.0
401,0.0
2877,90.0
2374,100.0
1262,0.0
7584,2.0
4824,0.0
10843,97.0
9496,4.0
6003,0.0
1545,0.0
1688,0.0
3623,0.0
6661,0.0
2537,8.0
5266,0.0
8563,15.0
2568,28.0
4092,8.0
4769,95.0
8334,0.0
8360,100.0
8618,0.0
4184,98.0
1763,0.0
9128,2.0
7433,0.0
8834,0.0
6727,6.0
6328,0.0
4193,0.0
4198,0.0
2824,93.0
5468,0.0
3121,0.0
219,97.0
8523,0.0
195,8.0
716,98.0
7141,0.0
7882,98.0
7847,2.0
9933,96.0
2213,10.0
6891,14.0
10161,6.0
6163,96.0
7212,0.0
3542,96.0
7955,10.0
2971,10.0
5081,4.0
545,95.0
6645,0.0
2114,4.0
3559,8.0
7224,4.0
4084,0.0
56,6.0
7622,0.0
5921,8.0
9122,95.0
6890,96.0
608,6.0
4270,0.0
4857,99.0
832,91.0
6814,2.0
10138,93.0
3363,100.0
7727,4.0
405,0.0
8321,3.0
7442,0.0
9263,99.0
8665,6.0
5578,100.0
1695,0.0
871,93.0
9829,0.0
9109,98.0
2296,95.0
8339,96.0
10598,7.0
3708,99.0
66,6.0
8826,97.0
1006,0.0
2234,18.0
9880,0.0
3825,97.0
3596,98.0
3738,96.0
1330,97.0
9537,93.0
5485,0.0
7791,95.0
6740,0.0
4012,8.0
241,98.0
8317,95.0
8843,4.0
9889,0.0
1012,96.0
8907,6.0
9228,0.0
5606,0.0
4897,20.0
939,93.0
10818,6.0
2027,2.0
3490,0.0
9722,96.0
5976,0.0
6994,95.0
9972,6.0
5364,93.0
381,0.0
1177,8.0
7420,0.0
1391,6.0
4797,0.0
223,4.0
2611,0.0
8790,97.0
8277,91.0
9087,8.0
5765,17.0
8143,92.0
5922,0.0
9105,6.0
6637,0.0
6098,0.0
8070,99.0
8679,94.0
361,2.0
1778,0.0
6062,96.0
546,95.0
8222,0.0
9078,8.0
507,0.0
5061,95.0
977,0.0
9610,98.0
8127,94.0
9173,96.0
8101,18.0
349,0.0
6277,93.0
7384,20.0
5320,7.0
4717,10.0
7069,1.0
8999,97.0
6444,99.0
9903,0.0
1327,93.0
2459,0.0
117,0.0
10227,8.0
4963,97.0
1586,0.0
9651,2.0
854,14.0
7604,0.0
6954,84.0
1979,98.0
1245,0.0
8707,4.0
2001,2.0
465,93.0
5128,6.0
3914,2.0
2806,24.0
6681,3.0
7643,0.0
10947,0.0
7236,3.0
9527,0.0
5267,0.0
10759,22.0
9324,2.0
4271,97.0
9775,97.0
8365,0.0
7397,0.0
9330,0.0
6633,0.0
6046,91.0
5628,3.0
7297,0.0
192,4.0
7424,0.0
9717,9.0
9217,100.0
3904,98.0
4511,0.0
2215,24.0
6942,92.0
348,4.0
4294,97.0
9838,11.0
8546,12.0
8314,0.0
873,16.0
8381,4.0
7907,96.0
7112,98.0
3303,98.0
4376,0.0
5188,0.0
6907,22.0
8649,0.0
7280,0.0
4999,0.0
925,99.0
2830,95.0
3109,4.0
3609,0.0
8513,2.0
10844,10.0
5528,8.0
9283,8.0
4257,0.0
1465,8.0
5467,0.0
5906,22.0
7685,0.0
7541,0.0
8938,97.0
682,0.0
10058,92.0
9234,8.0
5541,0.0
5295,7.0
4953,8.0
10132,96.0
596,98.0
2325,96.0
2951,100.0
9627,0.0
7457,0.0
6088,0.0
10263,97.0
7576,23.0
9399,98.0
30,6.0
3552,97.0
8200,0.0
315,95.0
5397,95.0
619,6.0
7673,0.0
4967,95.0
1392,9.0
1864,98.0
9508,97.0
3815,96.0
8791,4.0
1042,97.0
5212,0.0
2211,8.0
10145,96.0
10495,0.0
5990,97.0
4924,94.0
8465,93.0
6483,0.0
4278,14.0
10425,0.0
3509,10.0
5962,8.0
10929,0.0
1965,9.0
531,99.0
2186,2.0
9474,100.0
793,100.0
10849,97.0
2690,8.0
3780,98.0
4059,95.0
2210,16.0
951,2.0
570,96.0
4710,8.0
8175,5.0
8949,0.0
1511,98.0
7215,0.0
1809,5.0
7079,98.0
114,0.0
4968,12.0
2180,4.0
666,0.0
6906,4.0
10716,0.0
2698,95.0
6879,95.0
6351,94.0
10294,98.0
4241,5.0
10928,0.0
10647,0.0
3783,97.0
1524,100.0
4773,14.0
2553,8.0
1407,98.0
7649,94.0
1828,14.0
10441,0.0
7082,0.0
8781,0.0
1630,8.0
17,4.0
4625,0.0
4711,89.0
3014,0.0
3386,11.0
8597,4.0
9004,4.0
965,0.0
2649,24.0
8884,0.0
8474,0.0
3117,7.0
1428,12.0
483,16.0
5513,0.0
4616,9.0
4132,0.0
3785,99.0
6640,0.0
8231,97.0
9391,0.0
10540,0.0
7481,5.0
2552,98.0
1155,94.0
7899,95.0
9930,0.0
3526,98.0
5141,2.0
2773,99.0
10444,6.0
5300,95.0
1083,99.0
169,0.0
6022,0.0
3162,0.0
3737,94.0
10153,98.0
1302,96.0
3075,10.0
5840,99.0
7496,0.0
2058,7.0
2966,6.0
4472,95.0
4969,2.0
1679,0.0
6481,0.0
8463,97.0
3729,4.0
9416,4.0
7611,0.0
2148,0.0
7883,98.0
8866,4.0
6812,2.0
3870,98.0
4758,32.0
1732,98.0
9792,8.0
7854,14.0
8358,98.0
3494,0.0
10245,96.0
5133,93.0
10702,0.0
1349,4.0
9418,4.0
4921,95.0
856,94.0
2525,93.0
9897,96.0
10040,96.0
8774,0.0
5523,8.0
9672,97.0
2726,94.0
6023,0.0
918,21.0
452,98.0
7422,0.0
9983,98.0
5970,0.0
450,4.0
789,14.0
9127,96.0
8759,94.0
9033,94.0
4061,93.0
2696,12.0
2904,99.0
282,97.0
8566,10.0
3994,98.0
3717,97.0
8357,98.0
9679,95.0
7586,2.0
10608,16.0
2053,6.0
1949,100.0
582,98.0
2091,10.0
5621,0.0
2074,4.0
2752,8.0
4149,0.0
9310,98.0
9388,0.0
7938,8.0
1191,99.0
5841,4.0
5570,99.0
1954,14.0
2019,0.0
8682,2.0
161,0.0
1319,96.0
457,8.0
5862,97.0
7983,99.0
3672,12.0
2700,96.0
5879,0.0
2720,95.0
4508,95.0
7277,0.0
4551,99.0
5161,2.0
3375,100.0
9168,94.0
3026,0.0
3801,94.0
5658,98.0
8749,0.0
3570,97.0
7881,98.0
10007,97.0
9728,0.0
6943,98.0
5624,0.0
8028,0.0
7020,98.0
6352,94.0
2207,6.0
5568,4.0
7153,95.0
3788,99.0
4288,4.0
3053,94.0
6458,28.0
9423,97.0
9559,96.0
4494,98.0
9038,95.0
417,100.0
1224,2.0
5058,96.0
8692,0.0
10491,6.0
8739,6.0
1786,0.0
4065,97.0
3528,97.0
1206,0.0
8952,0.0
923,95.0
9340,98.0
1905,0.0
849,96.0
6406,0.0
10281,98.0
1956,2.0
5115,99.0
7613,0.0
9347,0.0
3146,0.0
2973,5.0
9133,97.0
1546,0.0
7525,0.0
2216,16.0
8247,94.0
10373,99.0
1031,97.0
249,6.0
3731,99.0
6355,95.0
10807,6.0
368,0.0
4285,4.0
2955,0.0
6750,0.0
1849,2.0
10611,2.0
8695,19.0
4245,2.0
10020,99.0
2808,0.0
7631,0.0
10401,0.0
7886,99.0
4449,97.0
942,4.0
4415,5.0
2188,100.0
5965,0.0
5282,0.0
7513,0.0
9591,100.0
7119,98.0
1689,0.0
2447,0.0
2200,99.0
10035,97.0
6374,93.0
5680,0.0
5992,0.0
9966,6.0
9784,96.0
6705,94.0
7767,4.0
7366,98.0
4175,0.0
10211,0.0
1622,99.0
584,0.0
10741,95.0
4572,99.0
8497,10.0
8160,92.0
4040,95.0
9695,98.0
10385,99.0
3805,98.0
4458,100.0
6928,97.0
59,0.0
7776,0.0
10888,12.0
9180,96.0
4438,6.0
8424,0.0
6226,6.0
7248,4.0
3302,99.0
7388,8.0
780,98.0
8954,0.0
10433,0.0
9867,0.0
2715,2.0
5868,97.0
8747,12.0
2450,0.0
3685,0.0
4607,0.0
1341,4.0
3712,8.0
6903,14.0
7192,2.0
7848,92.0
4812,0.0
4098,6.0
1036,91.0
10646,0.0
7723,4.0
6418,0.0
2135,0.0
6807,97.0
5607,98.0
5462,0.0
6314,94.0
4083,96.0
7519,0.0
575,99.0
4740,96.0
4,98.0
2694,13.0
8487,0.0
6593,4.0
10671,11.0
4355,0.0
3537,98.0
8936,0.0
9683,98.0
10676,100.0
801,8.0
3282,0.0
10735,4.0
1450,0.0
6897,4.0
10440,98.0
1528,94.0
352,0.0
529,92.0
4923,96.0
8267,94.0
10839,0.0
8869,6.0
8213,28.0
3116,14.0
10055,8.0
9764,8.0
6975,95.0
4642,3.0
4123,0.0
1165,93.0
1192,95.0
9096,91.0
3690,3.0
9739,0.0
4685,19.0
9059,98.0
1749,98.0
7401,3.0
3711,98.0
10289,95.0
1248,0.0
7822,0.0
6745,93.0
8671,6.0
7940,0.0
3016,0.0
5220,0.0
6258,97.0
7408,99.0
6139,90.0
2256,98.0
9019,4.0
10175,0.0
703,99.0
5029,96.0
7577,4.0
3563,8.0
9088,94.0
10164,0.0
7136,100.0
5980,4.0
5826,96.0
1452,90.0
5304,96.0
9715,93.0
6399,0.0
996,4.0
2144,0.0
6672,95.0
1532,95.0
4681,0.0
2361,8.0
8046,0.0
6477,0.0
3225,4.0
3851,91.0
2697,0.0
3996,96.0
7049,0.0
4577,12.0
9438,92.0
847,0.0
9898,98.0
333,95.0
7634,0.0
4786,2.0
357,5.0
10587,5.0
9153,0.0
7610,0.0
7412,0.0
9300,97.0
4006,94.0
8654,0.0
5111,98.0
1606,4.0
480,89.0
7289,0.0
6917,0.0
3415,0.0
446,8.0
4887,96.0
3573,0.0
6141,10.0
1273,0.0
3092,6.0
7578,0.0
10946,0.0
3976,91.0
9794,2.0
6865,10.0
549,97.0
4397,8.0
9577,93.0
6969,93.0
7368,99.0
5227,0.0
1212,99.0
2089,2.0
10258,96.0
280,10.0
4491,96.0
7436,0.0
10005,0.0
10270,0.0
7567,0.0
6009,0.0
10196,0.0
2905,0.0
8642,0.0
6397,0.0
6006,0.0
10383,6.0
7333,0.0
7123,100.0
4657,0.0
4394,0.0
1794,0.0
5395,97.0
2601,0.0
498,0.0
1244,0.0
7245,4.0
2776,99.0
8049,0.0
6523,0.0
9613,95.0
7574,100.0
6691,12.0
2854,91.0
6777,100.0
6465,4.0
1846,97.0
892,85.0
2944,24.0
3391,10.0
1073,93.0
10042,98.0
2079,16.0
6271,98.0
10352,99.0
6748,8.0
9295,6.0
5900,99.0
4095,5.0
8164,98.0
7106,95.0
3221,6.0
8810,97.0
5293,0.0
4992,0.0
4114,0.0
6125,20.0
7535,0.0
7814,10.0
4884,94.0
10876,5.0
3271,98.0
5399,97.0
8876,18.0
5885,84.0
4699,99.0
9207,95.0
2534,6.0
2133,4.0
7287,0.0
567,98.0
6958,93.0
8974,0.0
2261,0.0
2647,94.0
6929,94.0
8521,96.0
9884,0.0
2714,92.0
1658,97.0
1441,100.0
9121,6.0
2619,0.0
4636,95.0
8625,0.0
5584,4.0
1023,95.0
1596,98.0
2616,0.0
5678,0.0
1493,97.0
9108,94.0
5526,4.0
4308,4.0
4189,0.0
3640,8.0
1430,8.0
6224,4.0
9469,98.0
669,0.0
6353,12.0
10134,98.0
10073,98.0
2426,96.0
6860,10.0
748,96.0
4925,99.0
9395,0.0
8530,0.0
453,4.0
2132,6.0
2425,18.0
3067,2.0
9778,98.0
7967,92.0
2889,95.0
1521,0.0
3446,94.0
6643,0.0
4493,4.0
3307,96.0
4120,0.0
1367,18.0
430,12.0
8748,0.0
6143,2.0
10867,14.0
1219,4.0
4694,93.0
7572,97.0
2389,94.0
6488,0.0
10930,0.0
10680,4.0
1030,94.0
10953,0.0
7425,0.0
1393,96.0
9990,100.0
5623,0.0
4962,90.0
10381,8.0
9092,0.0
9211,98.0
1148,97.0
8580,10.0
10377,2.0
10886,20.0
4806,0.0
4865,0.0
1556,0.0
5527,4.0
10519,13.0
2440,0.0
3935,0.0
5248,0.0
5486,0.0
7329,20.0
5319,10.0
64,0.0
1822,6.0
7006,16.0
1395,0.0
9785,94.0
10317,92.0
7851,24.0
9253,95.0
10280,96.0
6215,95.0
2859,92.0
1272,0.0
3110,6.0
7585,93.0
258,26.0
1619,4.0
6361,14.0
5512,7.0
5170,96.0
9840,22.0
8953,0.0
10711,0.0
171,0.0
8721,10.0
3241,0.0
9623,97.0
3769,0.0
3956,0.0
4046,4.0
2618,0.0
3765,4.0
3890,10.0
3457,4.0
4587,4.0
2240,98.0
3397,100.0
3603,99.0
7455,0.0
102,8.0
3487,0.0
1739,92.0
4559,94.0
10561,0.0
9843,2.0
3872,88.0
9278,0.0
6586,100.0
7620,0.0
1767,0.0
